0.49	0.46	0.44	0.43	0.43	0.46	0.6	0.79	0.73	0.6	0.51	0.46	0.43	0.4	0.39	0.43	0.53	0.7	0.94	1.18	0.92	0.69	0.6	0.53
0.49	0.47	0.45	0.44	0.46	0.47	0.49	0.51	0.5	0.46	0.38	0.3	0.23	0.15	0.15	0.25	0.41	0.6	0.71	0.88	0.8	0.65	0.56	0.5
